"SamplingEvent","Date","Julian","Year","Month","TideSeries","Site","SetNumber","SetDuration","Net","NetReclass","Agonidae spp.","Ammodytes sp.","Artedius sp.","Blepsias sp.","Clinocottus sp.","Clupea sp.","Enophrys sp.","Gadus sp.","Gasterosteus sp.","Gymnocanthus sp.","Hexagrammidae sp. (non-Ophiodon)","Hypomesus sp.","Lepidopsetta sp.","Leptocottus sp.","Limanda sp.","Liparidae sp.","Lumpenus sp.","Lyopsetta sp.","Mallotus sp.","Myoxocephalus sp.","Oligocottus sp.","Oncorhynchus sp.","Ophiodon sp.","Pholis sp.","Platichthys sp.","Pleuronectes sp.","Salvelinus sp.","Stichaeus sp.","Thaleichthys sp.","Trichodon sp.","TotalN","SppRichness"
"2015-06-18 CC Bergstrom",2015-06-18,169,2015,6,"Jun_1","CC",23,6,"Bergstrom","White",0,0,0,0,0,0,0.166666666666667,0,0,0,0,0,0,0.5,0,0,2.5,0,0,0.833333333333333,0,0,0,0.166666666666667,1.16666666666667,0,1.16666666666667,0,0,0,6.5,1.16666666666667
"2015-06-19 MR Bergstrom",2015-06-19,170,2015,6,"Jun_1","MR",26,6,"Bergstrom","White",0,0,0,0,0,0,0,0,0,0,0,0,0,21.1666666666667,0,0,0.166666666666667,0,0,0.166666666666667,0.333333333333333,0.166666666666667,0,0.666666666666667,1.66666666666667,0,0,0,0,0,24.3333333333333,1.16666666666667
"2015-06-19 MR Bergstrom",2015-06-19,170,2015,6,"Jun_1","MR",25,6,"Bergstrom","White",0,0,0,0,0,0,0,0,0,0,0,0,0,10.6666666666667,0,0,0.166666666666667,0,0,0,0,0.166666666666667,0,0.5,0.833333333333333,0,0,0,0,0,12.3333333333333,0.833333333333333
"2015-08-15 ER Bergstrom",2015-08-15,227,2015,8,"Aug_2","ER",32,6,"Bergstrom","White",0,0,0,0.166666666666667,0,0,0,0,0,0,0,0,2.16666666666667,17.1666666666667,2.16666666666667,0,1,0,0,0,0,0,0,0,4.5,0.166666666666667,0,0,0,0,27.3333333333333,1.16666666666667
"2015-08-16 MR Bergstrom",2015-08-16,228,2015,8,"Aug_2","MR",33,6,"Bergstrom","White",0,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0.666666666666667,12,0,0,0,0,0.666666666666667,0.166666666666667,0.333333333333333,0,0,0,5.66666666666667,0,0,0,0,0,19.6666666666667,1.16666666666667
"2016-06-21 ER Bergstrom",2016-06-21,173,2016,6,"Jun_2","ER",34,6,"Bergstrom","White",0.166666666666667,0,0,0,0,0.166666666666667,0,0,0,0,0,0,0,21.6666666666667,0.166666666666667,0,1.66666666666667,0,0,0,0,0.166666666666667,0,0.166666666666667,4.66666666666667,0,0,0,0,0,28.8333333333333,1.33333333333333
"2016-06-22 CC Bergstrom",2016-06-22,174,2016,6,"Jun_2","CC",35,6,"Bergstrom","White",0,0,0,0.166666666666667,0,0,0.5,0,0,0,0,0,3.16666666666667,1,0,0,0.333333333333333,0,0,3.83333333333333,0,0,0,0.166666666666667,1.83333333333333,0,0,0,0,0,11,1.33333333333333
"2016-06-22 CC Bergstrom",2016-06-22,174,2016,6,"Jun_2","CC",36,6,"Bergstrom","White",0.166666666666667,0,0.166666666666667,0,0,0,0.5,0,0,0,0,0,4.83333333333333,1.83333333333333,0,0,0.666666666666667,0,0,5.33333333333333,0,0,0,0.333333333333333,2.83333333333333,0,0,0,0,0,16.6666666666667,1.5
"2016-06-23 MR Bergstrom",2016-06-23,175,2016,6,"Jun_2","MR",37,6,"Bergstrom","White",0,0,0,0,0,0,0,0,0,0,0,0,0,29.8333333333333,0.333333333333333,0,0,0,0,0.166666666666667,0,0,0,0.166666666666667,0.333333333333333,0,0,0,0,0,30.8333333333333,0.833333333333333
"2016-06-23 MR Bergstrom",2016-06-23,175,2016,6,"Jun_2","MR",38,6,"Bergstrom","White",0,0,0,0,0,0,0,0,0,0,0,0,0,29.8333333333333,0.166666666666667,0,0,0,0,0.166666666666667,0,0,0,0.166666666666667,0.333333333333333,0,0,0,0,0,30.6666666666667,0.833333333333333
"2016-07-21 ER Bergstrom",2016-07-21,203,2016,7,"Jul_2","ER",39,6,"Bergstrom","White",0.5,0,0,0,0,0,0,0,0,0,0,0,11.6666666666667,33.8333333333333,0,0,0.166666666666667,0,0,0,0.333333333333333,0.666666666666667,0,0,10.3333333333333,0,0,0,0,0,57.5,1.16666666666667
"2016-08-04 CC Bergstrom",2016-08-04,217,2016,8,"Jul_2","CC",40,6,"Bergstrom","White",0,0.166666666666667,0.333333333333333,0,0,0,0.166666666666667,0,0,0,0,0,0.166666666666667,1.5,0,0,0,0,0,0.166666666666667,0,0,0,0.166666666666667,0.666666666666667,0,0,0.166666666666667,0,0,3.5,1.5
"2016-08-04 CC Bergstrom",2016-08-04,217,2016,8,"Jul_2","CC",42,6,"Bergstrom","White",0.5,0.333333333333333,1.16666666666667,0,0,0,0.5,0,0,0,0,0,0.666666666666667,4.83333333333333,0,0,0,0,0,0.166666666666667,0,0,0,0.833333333333333,1.5,0,0,0,0,0,10.5,1.5
"2016-08-04 CC Bergstrom",2016-08-04,217,2016,8,"Jul_2","CC",41,6,"Bergstrom","White",0.166666666666667,0,0.666666666666667,0,0,0,0.333333333333333,0,0,0,0,0,0.333333333333333,3.33333333333333,0,0,0,0,0,0.333333333333333,0,0,0,0.666666666666667,1.16666666666667,0,0,0,0,0,7,1.33333333333333
"2016-08-05 MR Bergstrom",2016-08-05,218,2016,8,"Jul_2","MR",43,6,"Bergstrom","White",0,0,0,0,0,0,0,0,0,0,0,0,0,42.6666666666667,0,0,0,0,0,0.166666666666667,0,0.166666666666667,0,0.166666666666667,2.83333333333333,0,0,0,0,0,46,0.833333333333333
"2013-08-22 ER Beaudreau",2013-08-22,234,2013,8,"Aug_2","ER",2,4,"White","White",0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,5.25,0,0,1.25,0,0,0,0,0,7.25,0.75
"2013-08-22 ER Beaudreau",2013-08-22,234,2013,8,"Aug_2","ER",3,5,"White","White",0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0,0,0,0,0,3,0,0,1.6,0,0,0,0,0,6.2,0.6
"2013-08-22 ER Beaudreau",2013-08-22,234,2013,8,"Aug_2","ER",1,4,"White","White",0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,5.75,0,0,1.25,0,0,0,0,0,7.75,0.75
"2013-08-23 CC Beaudreau",2013-08-23,235,2013,8,"Aug_2","CC",1,6,"White","White",0,0,0,0,0,8.83333333333333,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.16666666666667,0.333333333333333
"2013-08-23 CC Beaudreau",2013-08-23,235,2013,8,"Aug_2","CC",2,7,"White","White",0,0,0,0,0,1.71428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.71428571428571,0.142857142857143
"2013-08-23 CC Beaudreau",2013-08-23,235,2013,8,"Aug_2","CC",3,6,"White","White",0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,1,0,0,0,0,0,0,0,0,0,0,1.16666666666667,0,0,0,0,0,2.5,0.5
"2013-09-18 MR Beaudreau",2013-09-18,261,2013,9,"Sep_2","MR",3,5,"White","White",0,0,0,0,0,0,1.8,0,0,0,0,0,0,2.6,0,0,0,0,0,0.2,0,0,0,0,0.4,0,0,0,0,0,5,0.8
"2013-09-18 MR Beaudreau",2013-09-18,261,2013,9,"Sep_2","MR",1,6,"White","White",0,0,0,0,0,0,0,0,0,0,0,0,0.166666666666667,5.33333333333333,0,0,0,0,0,0,0,0,0,0,0.5,0,0.166666666666667,0,0,0,6.16666666666667,0.666666666666667
"2013-09-18 MR Beaudreau",2013-09-18,261,2013,9,"Sep_2","MR",2,5,"White","White",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,4.2,0.4
"2013-09-19 ER Beaudreau",2013-09-19,262,2013,9,"Sep_2","ER",1,4,"White","White",0,0,0,0,0,0,0,0,0,0,0,0,1.25,1.75,0,0,0,0,0,0,0,0.25,0,0,2.5,0,0.5,0,0,0,6.25,1.25
"2013-09-19 ER Beaudreau",2013-09-19,262,2013,9,"Sep_2","ER",3,5,"White","White",0,0,0,0,0,0,0,0,0,0,0,0,0.2,3.2,0,0,0,0,0,0.2,0,0,0,0,10,0,0,0,0,0,13.6,0.8
"2013-09-19 ER Beaudreau",2013-09-19,262,2013,9,"Sep_2","ER",2,3,"White","White",0,0,0,0,0,0,0,0,0,0,0,0,0,3.33333333333333,0,0,0,0,0,0,0,0,0,0,3.66666666666667,0,0,0,0,0,7,0.666666666666667
"2013-09-21 CC Beaudreau",2013-09-21,264,2013,9,"Sep_2","CC",4,7,"White","White",0,0,0,0,0,0,0.285714285714286,0,0,0,0,0,0.142857142857143,0.142857142857143,0,0,0,0,0,0,0,0,0,0,0.142857142857143,0,0,0,0,0,0.714285714285714,0.571428571428571
"2013-09-21 CC Beaudreau",2013-09-21,264,2013,9,"Sep_2","CC",6,4,"White","White",0,0,0,0,0,1,0.25,0,0,0,0,0,0.25,0.25,0,0,0,0,0,0.25,0,0,0,0,0.25,0,0,0,0.5,0,2.75,1.75
"2013-09-21 CC Beaudreau",2013-09-21,264,2013,9,"Sep_2","CC",1,6,"White","White",0,0,0,0,0,2.66666666666667,0,0,0,0,0,0,0,0.166666666666667,0,0,0,0,0,0,0,0,0,0,1.16666666666667,0,0,0,0.166666666666667,0,4.16666666666667,0.666666666666667
"2013-09-21 CC Beaudreau",2013-09-21,264,2013,9,"Sep_2","CC",3,6,"White","White",0,0,0,0,0,7.66666666666667,0,0,0,0,0,0,0.166666666666667,0,0,0,0,0,0,0.166666666666667,0,0,0,0,0.166666666666667,0,0,0,0,0,8.16666666666667,0.666666666666667
"2013-09-21 CC Beaudreau",2013-09-21,264,2013,9,"Sep_2","CC",2,8,"White","White",0,0,0,0,0,1.125,0,0,0,0,0,0,0.25,0.125,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,1.625,0.5
"2013-09-21 CC Beaudreau",2013-09-21,264,2013,9,"Sep_2","CC",5,11,"White","White",0,0,0,0,0,0.636363636363636,0,0,0,0,0,0,1.72727272727273,0.0909090909090909,0,0,0,0,0,0,0,0,0,0,0.454545454545455,0,0,0,0,0,2.90909090909091,0.363636363636364
"2014-04-16 ER Beaudreau",2014-04-16,106,2014,4,"Apr_2","ER",5,5,"Black","Black",0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0.4,0,0,2.2,0,0,0,0,0,3,0.6
"2014-04-16 ER Beaudreau",2014-04-16,106,2014,4,"Apr_2","ER",4,7,"Black","Black",0,0,0,0,0,0,0,0,0,0,0,0,0,0.714285714285714,0,0,0,0,0,0,0,0.142857142857143,0,0,1.71428571428571,0,0,0,0,0,2.57142857142857,0.428571428571429
"2014-04-16 ER Beaudreau",2014-04-16,106,2014,4,"Apr_2","ER",1,6,"Black","Black",0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,0,0,0,0,1,0.333333333333333
"2014-04-16 ER Beaudreau",2014-04-16,106,2014,4,"Apr_2","ER",8,6,"Black","Black",0,0,0,0,0,0,0,0,0,0,0,0,0,0.833333333333333,0,0,0,0,0,0,0,0,0,0,2.16666666666667,0,0,0,0,0,3,0.333333333333333
"2014-04-16 ER Beaudreau",2014-04-16,106,2014,4,"Apr_2","ER",6,8,"Black","Black",0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,1.125,0.25
"2014-04-16 ER Beaudreau",2014-04-16,106,2014,4,"Apr_2","ER",7,8,"Black","Black",0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.375,0.25
"2014-04-16 ER Beaudreau",2014-04-16,106,2014,4,"Apr_2","ER",2,4,"Black","Black",0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25
"2014-04-17 MR Beaudreau",2014-04-17,107,2014,4,"Apr_2","MR",3,7,"Black","Black",0,0,0.142857142857143,0,0,0,0,0,0,0,0,0,0.142857142857143,2,0,0,0,0,0,0,0,0.714285714285714,0,0.571428571428571,5.14285714285714,0,0,0,0,0,8.71428571428571,0.857142857142857
"2014-04-17 MR Beaudreau",2014-04-17,107,2014,4,"Apr_2","MR",4,6,"Black","Black",0,0,0,0,0,0,0,0,0,0,0,0,0,0.833333333333333,0,0,0,0,0,0.166666666666667,0,0.166666666666667,0,0.333333333333333,3.33333333333333,0,0.5,0,0,0,5.33333333333333,1
"2014-04-17 MR Beaudreau",2014-04-17,107,2014,4,"Apr_2","MR",5,7,"Black","Black",0,0,0,0,0,0,0,0,0,0,0,0,0.142857142857143,0.714285714285714,0,0,0,0,0,0,0,0,0,0.142857142857143,3,0,0.142857142857143,0,0,0,4.14285714285714,0.714285714285714
"2014-04-17 MR Beaudreau",2014-04-17,107,2014,4,"Apr_2","MR",1,7,"Black","Black",0.142857142857143,0,0,0,0,0,0,0,0,0,0,0,0.142857142857143,0.714285714285714,0,0,0,0,0,0,0,0,0,0,2.71428571428571,0,0,0,0,0,3.71428571428571,0.571428571428571
"2014-04-17 MR Beaudreau",2014-04-17,107,2014,4,"Apr_2","MR",2,6,"Black","Black",0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,5.66666666666667,0,0,0,0,0,8.16666666666667,0.333333333333333
"2014-04-18 CC Beaudreau",2014-04-18,108,2014,4,"Apr_2","CC",8,6,"Black","Black",0,0,0,0,0,0,0.166666666666667,0,0,0,0,0,0.5,0.333333333333333,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0.666666666666667
"2014-04-18 CC Beaudreau",2014-04-18,108,2014,4,"Apr_2","CC",7,7,"Black","Black",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.71428571428571,0,0,0,0,0,0,0,0,1.71428571428571,0.142857142857143
"2014-04-18 CC Beaudreau",2014-04-18,108,2014,4,"Apr_2","CC",2,6,"Black","Black",0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666666666667,0,0,0,0,0,0,0,0.666666666666667,0,0,0.333333333333333,0,0,0,0,0,1.16666666666667,0.5
"2014-04-18 CC Beaudreau",2014-04-18,108,2014,4,"Apr_2","CC",5,5,"Black","Black",0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0.4,0,0,0,0,0.2,0,0,0,0,0,0.8,0.6
"2014-04-18 CC Beaudreau",2014-04-18,108,2014,4,"Apr_2","CC",1,6,"Black","Black",0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0.166666666666667
"2014-04-18 CC Beaudreau",2014-04-18,108,2014,4,"Apr_2","CC",3,8,"Black","Black",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0.125,0.125
"2014-04-18 CC Beaudreau",2014-04-18,108,2014,4,"Apr_2","CC",4,4,"Black","Black",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.25,0.25
"2014-05-13 ER Beaudreau",2014-05-13,133,2014,5,"May_1","ER",1,7,"Black","Black",0,0,0,0,0,0,0,0,0,0,0,0,0.571428571428571,4,0.142857142857143,0,0,0,0,0,0,0.857142857142857,0,0,0.285714285714286,0,2.85714285714286,0,0,0,8.71428571428571,0.857142857142857
"2014-05-13 ER Beaudreau",2014-05-13,133,2014,5,"May_1","ER",2,6,"Black","Black",0,0,0,0,0,0,0,0,0,0,0,0,1,4.5,0,0,0,0,0,0,0,1.5,0,0,6,0,0,0,0,0,13,0.666666666666667
"2014-05-14 MR Beaudreau",2014-05-14,134,2014,5,"May_1","MR",2,6,"Black","Black",0,0,0,0,0,0,0,0,0,0,0,0,0,19.8333333333333,0,0,0.333333333333333,0,0,0,0,3.66666666666667,0,0.166666666666667,11.8333333333333,0,0,0,0,0,35.8333333333333,0.833333333333333
"2014-05-14 MR Beaudreau",2014-05-14,134,2014,5,"May_1","MR",3,6,"Black","Black",0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,0,0,0.166666666666667,0,0,0,0,0,0,0.333333333333333,3.16666666666667,0,0,0,0,0,10.1666666666667,0.666666666666667
"2014-05-14 MR Beaudreau",2014-05-14,134,2014,5,"May_1","MR",1,6,"Black","Black",0,0,0,0,0,0,0,0,0,0,0,0,0.833333333333333,9.33333333333333,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,17.1666666666667,0.5
"2014-05-15 CC Beaudreau",2014-05-15,135,2014,5,"May_1","CC",4,8,"Black","Black",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0.875,2.5,0,0.125,0,0,0,3.875,0.5
"2014-05-15 CC Beaudreau",2014-05-15,135,2014,5,"May_1","CC",3,9,"Black","Black",0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0.222222222222222,0,0.111111111111111,0,0.333333333333333,2.55555555555556,0,0,0,0,0,3.55555555555556,0.555555555555556
"2014-05-15 CC Beaudreau",2014-05-15,135,2014,5,"May_1","CC",2,12,"Black","Black",0,0,0,0,0,0,0,0,0,0,0,0,0.0833333333333333,0.25,0,0,0,0,0,0,0,0.0833333333333333,0,0.0833333333333333,0.166666666666667,0,0,0,0,0,0.666666666666667,0.416666666666667
"2014-05-15 CC Beaudreau",2014-05-15,135,2014,5,"May_1","CC",1,11,"Black","Black",0,0,0,0,0,0,0,0,0,0,0,0,1.72727272727273,0.272727272727273,0,0,0,0,0,0,0,0,0,0.181818181818182,4,0,0,0,0,0,6.18181818181818,0.363636363636364
"2014-06-12 CC Beaudreau",2014-06-12,163,2014,6,"Jun_1","CC",3,7,"Black","Black",0.285714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.428571428571429,0,3.42857142857143,0,0.142857142857143,0.285714285714286,0,17.7142857142857,0,0,0,22.2857142857143,0.857142857142857
"2014-06-12 CC Beaudreau",2014-06-12,163,2014,6,"Jun_1","CC",1,5,"Black","Black",0.2,0,0,0,0,0,0,0,0,0,0,0,1.2,1.2,1.2,0,0,0,0,1.2,0,1.6,0,0.6,7,0,16,0,0,0,30.2,1.8
"2014-06-12 CC Beaudreau",2014-06-12,163,2014,6,"Jun_1","CC",2,7,"Black","Black",4.14285714285714,0,0,0,0,0,0,0,0,0,0,0,0.571428571428571,0,0.142857142857143,0,10.8571428571429,0,0,0.142857142857143,0,0.571428571428571,0,0,3.85714285714286,0,1.71428571428571,0,0,0,22,1.14285714285714
"2014-06-13 ER Beaudreau",2014-06-13,164,2014,6,"Jun_1","ER",2,4,"Black","Black",0,0,0,0,0,0,0,0,0,0,0,0,1,2.5,0,0,0.25,0,1.25,0,0,26.5,0,0,1.25,0,1.75,0,0,0,34.5,1.75
"2014-06-13 ER Beaudreau",2014-06-13,164,2014,6,"Jun_1","ER",1,6,"Black","Black",0,0,0,0,0,0,0,0,0,0,0,0,1.16666666666667,1.33333333333333,0.333333333333333,0,0.166666666666667,0,0,0.166666666666667,0,22.8333333333333,0,0.833333333333333,0.5,0,0,0,0,0,27.3333333333333,1.33333333333333
"2014-06-13 ER Beaudreau",2014-06-13,164,2014,6,"Jun_1","ER",3,5,"Black","Black",0,0,0,0,0,0,0,0,0.2,0,0,0,0.4,4.8,0,0,0.4,0,0,0,0,10.2,0,0.2,5.4,0,2.8,0,0,0,24.4,1.6
"2014-06-16 MR Beaudreau",2014-06-16,167,2014,6,"Jun_1","MR",2,5,"Black","Black",0.2,0,0,0,0,0.2,0,0,0,0,0.2,0,0.2,3.8,0,0,0.8,0,0,0,0,6.8,0,0,3.2,0,0.2,0,0,0,15.6,1.8
"2014-06-16 MR Beaudreau",2014-06-16,167,2014,6,"Jun_1","MR",3,5,"Black","Black",0.2,0,0,0.2,0,0,0,0,0.2,0,0.2,0,0.2,9,0,0,0.4,0,0,0,0,1.4,0,0.6,2,0,0.2,0,0,0,14.6,2.2
"2014-06-16 MR Beaudreau",2014-06-16,167,2014,6,"Jun_1","MR",4,3,"Black","Black",0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0.333333333333333,0,0,0,0,0,0.333333333333333,0,0.333333333333333,5.33333333333333,0,0,0,0,0,33.3333333333333,1.66666666666667
"2014-06-16 MR Beaudreau",2014-06-16,167,2014,6,"Jun_1","MR",1,4,"Black","Black",0,0,0,0,0,0,0,0,0,0,0,0,0.25,28,0.25,0,0,0,0,0,0,0.5,0,0,3.5,0,0,0,0,0,32.5,1.25
"2014-07-14 ER Beaudreau",2014-07-14,195,2014,7,"Jul_1","ER",2,5,"Black","Black",0.2,0,0,0,0,0,0,0,0,0,0,0,1.2,7,0.4,0,0.4,0,0,0.2,0,0.2,0,0,10.8,0,3.4,0,0,0,23.8,1.8
"2014-07-14 ER Beaudreau",2014-07-14,195,2014,7,"Jul_1","ER",1,5,"Black","Black",0.2,0,0,0.4,0,0,0,0,0,0,0,0,0.2,3.8,0,0,0.2,0.6,0,5.2,0,0.4,0,2.2,7,0,1.2,0,0,0,21.4,2.2
"2014-07-14 ER Beaudreau",2014-07-14,195,2014,7,"Jul_1","ER",3,5,"Black","Black",0,0,0,1,0,0,0,0,0,0,0,0,1.4,9.4,0.2,0,0.4,0,0,1.8,0,0,0,0.4,7,0,0,0,0,0,21.6,1.6
